no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
845;PR Ariyanti;16291;-2,1310394;115,2896852;Perumnas Pondok Indah 2 RT. 010 RW. 000, Jaar, Dusun Timur, Kabupaten Barito Timur, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN BARITO TIMUR;6212;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
846;PR Abdul Hair;16291;-2,8022802;115,4437388;Pantai Langsat Hulu Sungai Selatan, Hulu Banyu, Loksado, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN HULU SUNGAI SELATAN;6306;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
847;PR Abdul Haris;16291;3,570162;116,6046425;JL.RAJA PANDITA RT.6 No.66, Malinau Hulu, Malinau Kota, Kabupaten Malinau, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN MALINAU;6501;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
848;PR Adolfina Sherly Sahiba;16291;-2,9249693;120,0058472;LILI'KIRA', Lili'kira', Nanggala, Kabupaten Toraja Utara, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN TORAJA UTARA;7326;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
849;PR Afce Craft;16291;-5,8471897;132,6929448;Desa Ohoiren, Ohoiren, Kei Kecil Barat, Kabupaten Maluku Tenggara, Maluku;MALUKU;81;KABUPATEN MALUKU TENGGARA;8102;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
850;PR Arif Munandar;16292;5,18754;96,9168884;lhok kuyun, Lhok Kuyun, Sawang, Kabupaten Aceh Utara, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH UTARA;1111;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
851;PR Armia;16292;5,2264526;96,9142052;Lhok merebo, Lhok Merbo, Sawang, Kabupaten Aceh Utara, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH UTARA;1111;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
852;PR Agi Maharani;16292;-2,1036421;106,117562;"JALAN	YOSSUDARSO	VI, Gabek Dua, Gabek, Kota Pangkal Pinang, Kepulauan Bangka Belitung";BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
853;PR Ahmad;16292;-2,821006;114,998874;DESA PABAUNGAN HILIR KECAMATAN CANDI LARAS SELATAN Kabupaten Tapin Kalimantan Selatan, Pabaungan  Hilir, Candi Laras Selatan, Kabupaten Tapin, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN TAPIN;6305;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
854;PR Aida Rahmawati;16292;-2,8705566;114,9487205;DESA BARINGIN B KECAMATAN CANDI LARAS SELATAN KABUPATEN TAPIN KALIMANTAN SELATAN, Baringin B, Candi Laras Selatan, Kabupaten Tapin, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN TAPIN;6305;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
855;PR Anyaman Nentu Wa Inga;16292;-4,9186396;122,7237843;DESA KORIHI, Kel.Korihi, Kec. Lohia, Korihi, Lohia, Kabupaten Muna, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN MUNA;7402;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
856;PR Asrin Kamudi;16292;0,6086661;123,0268398;Desa Tinelo, Tinelo, Tilango, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
857;PR Abetsina Masumbauw;16292;-2,116667;133,533333;TAHITI, Desa/Kelurahan Bintuni Timur, Kec. Bintuni, Kab. Teluk Bintuni, Provinsi Papua Barat, Bintuni Timur, Bintuni, Kabupaten Teluk Bintuni, Papua Barat;PAPUA BARAT;91;KABUPATEN TELUK BINTUNI;9104;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
858;PR Ati Bauw;16292;-2,1219969;133,5703058;TAHITI,, Bintuni Timur, Bintuni, Kabupaten Teluk Bintuni, Papua Barat;PAPUA BARAT;91;KABUPATEN TELUK BINTUNI;9104;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
859;PR Meriyones Fami;16292;-0,9015;131,3336847;Jl. moyo Rt/Rw : 001/007, Klasaman, Klaurung, Kota Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KOTA SORONG;9271;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
860;PR Benyamin Ampnir;16292;-1,1602712;136,0825552;KOMPLEKS TUNANETRA, Brambaken, Samofa, Kabupaten Biak Numfor, Papua;PAPUA;94;KABUPATEN BIAK NUMFOR;9409;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
861;PR Adi Candra;16293;-3,8939856;105,4185227;Sidomulyo, Sido Mulyo, Mesuji, Kabupaten Mesuji, Lampung;LAMPUNG;18;KABUPATEN MESUJI;1811;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
862;PR Ade Chandra;16293;-6,8141559;106,2997403;KP. CIAYUNAN RT/RW.002/001, Sukamulya, Cibeber, Kabupaten Lebak, Banten;BANTEN;36;KABUPATEN LEBAK;3602;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
863;PR Agustinus Hurang N;16293;0,4931863;115,1177654;LONG BANGUN ILIR, Desa/Kelurahan Long Bagun Ilir, Kec. Long Bagun, Kab. Mahakam Ulu, Provinsi Kalimantan Timur, Long Bagun Ilir, Long Bagun, Kabupaten Mahakam Ulu, Kalimantan Timur;KALIMANTAN TIMUR;64;KOTA BALIKPAPAN;6471;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
864;PR Ahmad Rifae;16293;2,8498491;117,3623974;Jalan Brigadir Jenderal Katamso, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
865;PR Alprudi Makitulung Mamuli;16293;1,419802;125,1200016;Lingkungan II, Wangurer, Girian, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
866;PR Artam Usman;16293;-0,9066953;121,654199;DESA UEBONE, Uebone, Ampana Tete, Kabupaten Tojo Una-Una, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN TOJO UNA-UNA;7209;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
867;PR ADRIYANTO;16293;-0,8446818;119,9133883;PERUM BTN BUMI ROVIGA, Tondo, Mantikulore, Kota Palu, Sulawesi Tengah;SULAWESI TENGAH;72;KOTA PALU;7271;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
868;PT Biomasa Jaya Abadi;16295;0,4907958;121,4713265;Desa Trikora, Kel. Trikora, Kec. Popayato, Kab Pahuwato, Trikora, Popayato, Kabupaten Pohuwato, Gorontalo;GORONTALO;75;KABUPATEN POHUWATO;7503;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
869;CV Akemi Bali Craft;16299;-8,5274228;115,3774388;dusun beneng desa getakan, Getakan, Banjarangkan, Kabupaten Klungkung, Bali;BALI;51;KABUPATEN KLUNGKUNG;5105;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
870;PT Ace Industries Indonesia;17022;1,1692355;104,0100325;Komp. Repindo Industrial Park Blok D2 No.07, Batu Ampar, Batu Merah, Batu Ampar, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
871;PT Abadi Gemilang Industri;17022;-6,1934791;106,5827541;Kp. Leduk No. 42 Rt. 004 Rw.001, Alam Jaya, Jatiuwung, Kota Tangerang, Banten;BANTEN;36;KOTA TANGERANG;3671;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
872;PT Agung Bumi Lestari;17091;0,4171286;101,5025458;Jl. Pasir Putih KM. 14 Dusun 1 RT 004 RW 002, Desa Baru, Siak Hulu, Kabupaten Kampar, Riau;RIAU;14;KABUPATEN KAMPAR;1406;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
873;PT Anax Industries Indonesia;17099;0,430933;101,466918;Jalan Raya Pasir Putih nomor 9, Pergudangan Angkasa 3, Blok G4 ,G5, G6, Pandau Jaya, Siak Hulu, Kabupaten Kampar, Riau;RIAU;14;KABUPATEN KAMPAR;1406;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
874;PT Anax Industries Indonesia;17099;0,4292322;101,4299769;Kawasan Industri Eco Green Block G-23, Jl. Soekarno hatta KM 14, Perhentianmarpoyan, Marpoyan Damai, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
875;PT  AICA INDONESIA;17099;-6,4284928;107,4267813;Kawasan Industri Indotaisei, Sector 1A, Blok K-5B, Kalihurip, Cikampek, Kabupaten Karawang, Jawa Barat;JAWA BARAT;32;KABUPATEN KARAWANG;3215;C;Industri Pengolahan;17;Industri Kertas dan Barang Dari Kertas
876;CV Adi Perima;18111;3,6188632;98,6828648;jalan Setia Jadi No.41 - Krakatau, Glugur Darat I, Medan Timur, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
877;CV Artha Mega;18111;-5,6856509;105,5914071;Jl. Keramat Akan-Akan, Kedaton, Kalianda, Kabupaten Lampung Selatan, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG SELATAN;1803;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
878;PT Accord Mandiri Batam;18111;1,1064229;104,0766473;Tunas Bizpark Industrial Estate Type 11A-11E, 11T, 11W dan 11X, BELIAN, BATAM KOTA, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
879;PR Adhe Purnamaputra;18111;0,9175126;104,5030641;Perumahan Taman Harapan Indah, Blok D-Villa No. 14, Air Raja, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA TANJUNG PINANG;2172;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
880;CV  Dipta Karya Mitratama;18111;-6,344602;106,8027371;Jl. Brigif No.39, Cipedak, Jagakarsa, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
881;PT Perorangan  Maktabah Store Retail Solution;18111;-6,8761748;107,5600923;Jl. Pesantren No. 146 RT 003 RW 016, Cibabat, Cimahi Utara, Kota Cimahi, Jawa Barat;JAWA BARAT;32;KOTA CIMAHI;3277;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
882;PR 28 Digital Print;18111;-6,8689991;107,5290494;jl amir mahmud no 795, padasuka, cimahi tengah, Kota Cimahi, Jawa Barat;JAWA BARAT;32;KOTA CIMAHI;3277;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
883;PT Abdi Grafika Makmur;18111;-7,394812;112,7297527;Jl. Raya Gedangan 214A, Pergudangan Gedangan Permai B/12, Gedangan, Gedangan, Kabupaten Sidoarjo, Jawa Timur;JAWA TIMUR;35;KABUPATEN SIDOARJO;3515;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
884;PR Angie Judoroyce Verra Tangkudung;18111;1,4211089;125,1021201;"Lingkungan I, Manembo-nembo
Tengah, Matuari, Kota Bitung, Sulawesi Utara";SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
885;PT Adi Perkasa Makassar;18111;-5,1302476;119,4347547;Jl. Adipura No. 45, Karuwisi Utara, Panakkukang, Kota Makassar, Sulawesi Selatan;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
886;PR Alifa Sticker;18111;-3,541492;118,9732411;Lingk. Lipu, Labuang Utara, Banggae Timur, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;18;Industri Pencetakan dan Reproduksi Media Rekaman
887;PT Abadikokoh Insani;19212;-6,2229268;106,8974229;Jalan Cipinang Muara II No.30A, Klender, Duren Sawit, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
888;PT Abadikokoh Insani;19212;-6,2229268;106,8974229;Jl. Cipinang Muara 2 no 30A, Klender, Duren Sawit, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
889;PT Aldira Trics Indonesia;19291;0,4973432;101,5077762;JL. BUKIT INDAH, Sialangsakti, Tenayan Raya, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
890;PT AKR CORPORINDO;19291;-5,4686328;105,3197043;Jalan Sumatera, Komplek Pelabuhan Panjang, Bandar Lampung, Panjang Utara, Panjang, Kota Bandar Lampung, Lampung;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
891;PT  Sumber Wijaya Sakti;19291;-7,6290239;110,2678049;Trayem Bendo, Sirahan, Salam, Kabupaten Magelang, Jawa Tengah;JAWA TENGAH;33;KABUPATEN MAGELANG;3308;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
892;PT  AKR CORPORINDO;19291;-6,9428794;110,4255985;Jalan Coaster No. 16, Tanjung Mas, Semarang Utara, Kota Semarang, Jawa Tengah;JAWA TENGAH;33;KOTA SEMARANG;3374;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
893;PT Akr Corporindo;19291;-8,745291;115,20763;Jalan Ikan Tuna I Pelabuhan Benoa,, Pedungan, Denpasar Selatan, Kota Denpasar, Bali;BALI;51;KOTA DENPASAR;5171;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
894;PT AKR CORPORINDO;19291;0,0792905;109,3188387;Jalan Raya KM 16 RT/RW 003/013, Wajok Hilir, Siantan, Kabupaten Mempawah, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN MEMPAWAH;6104;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
895;PT Akr Corporindo;19291;-3,2968965;116,1711507;Jalan Raya Stagen, Stagen, Pulau Laut Utara, Kabupaten Kota Baru, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN KOTA BARU;6302;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
896;PT Akr Corporindo;19291;-3,3351923;114,5567507;Jalan Martapura Baru RT 01, Basirih, Banjarmasin  Barat, Kota Banjarmasin, Kalimantan Selatan;KALIMANTAN SELATAN;63;KOTA BANJARMASIN;6371;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
897;PT Akr Corporindo;19291;-0,449725;117,2028294;Jalan Raya Samarinda, Palaran, RT 21, Handil Bakti, Palaran, Kota Samarinda, Kalimantan Timur;KALIMANTAN TIMUR;64;KOTA SAMARINDA;6472;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
898;PT Akr Corporindo;19291;1,4400702;125,1405946;Jalan Wolter Manginsidi, Paceda, Madidir, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;19;Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi
899;CV Akbar Batara Jaya;20115;-2,5229494;115,4118809;Jl. Gerilya, Ilung, Batang Alai Utara, Kabupaten Hulu Sungai Tengah, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN HULU SUNGAI TENGAH;6307;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
900;PT Dewa Agricoco Indonesia;20115;1,2053609;127,5304268;Jalan Trans Desa Goal Sahu timur, Goal, Sahu Timur, Kabupaten Halmahera Barat, Maluku Utara;MALUKU UTARA;82;KABUPATEN HALMAHERA BARAT;8201;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
901;PT Air Products East Kalimantan;20117;0,7569772;117,746537;Sekurau Bawah - Batuta Chemical Industrial Park (BCIP), Sekerat, Bengalon, Kabupaten Kutai Timur, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI TIMUR;6404;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
902;PT Aalen Chemicals Indonesia;20118;-6,2063725;106,9177943;Kawasan Industri Pulogadung, Jl. Pulo Buaran III Blok G3, Jatinegara, Cakung, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
903;PT  Tirta Cipta Nugroho;20118;-6,9757557;110,3364543;Jl. Gunung Kelir Kawasan Industri Wijayakusuma, Karanganyar, Tugu, Kota Semarang, Jawa Tengah;JAWA TENGAH;33;KOTA SEMARANG;3374;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
904;PT Aica Mugi Indonesia;20119;4,5238433;97,9538378;Jl. Raya Medan Banda Aceh km 7, desa Alur dua Bakaran Batee,, Alue Dua, Langsa Baro, Kota Langsa, Nangroe Aceh Darussalam;ACEH;11;KOTA LANGSA;1173;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
905;CV Aceh Mas Agro Lestari;20121;5,5029981;95,3642035;Jl. Krueng  Jree, Krueng Lamkareung, Indrapuri, Kabupaten Aceh Besar, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BESAR;1108;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
906;PR Amirul Zulkifli;20121;-2,8773965;108,2822389;Dusun Sawah RT.003 RW.002, Lalang, Manggar, Kabupaten Belitung Timur, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG TIMUR;1906;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
907;PR Acl Super Mandiri;20121;-1,083184;122,6701267;MENDONO RT/RW 002/001, KELURAHAN MENDONO, KECAMATAN KINTOM, Mendono, Kintom, Kabupaten Banggai, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN BANGGAI;7202;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
908;CV Agro Bisnis Indonesia;20121;-5,1809365;119,4875101;Jalan Tamangapa Raya No. 199 A Makassar, Tamangapa, Manggala, Kota Makassar, Sulawesi Selatan;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
909;PR Agung Tri;20121;0,5767292;123,0409131;Desa Bulila, Bulila, Telaga, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
910;PT  Sedata Jaya Mas;20123;2,1025178;99,8344735;JALAN MARTINUS LUBIS, Rantauprapat, Rantau Utara, Kabupaten Labuhanbatu, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN LABUHAN BATU;1207;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
911;PT AGRI SUMBA MAS;20123;-0,9580224;100,4003939;Jl. Raya By Pass Teluk Bayur - Lubuk Begalung, No 2 KM 4,5 RT 01 / RW 07, Batung Taba, Lubuk Begalung, Kota Padang, Sumatera Barat;SUMATERA BARAT;13;KOTA PADANG;1371;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
912;PT Agri Indomas;20123;-2,9688213;104,8086782;Jl. Mayzen Komp Pusri, Sei Selayur, Kalidoni, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
913;PT  Formitra Multi Prakarsa;20123;-6,8734049;112,4321266;Jl. Daendels Km. 61,8, Kel. Sidokelar, Kec. Paciran, Kab. Lamongan, Provinsi Jawa Timur, Sidokelar, Paciran, Kabupaten Lamongan, Jawa Timur;JAWA TIMUR;35;KABUPATEN LAMONGAN;3524;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
914;PT Abadi Agrosindo Persada;20124;-7,41866;112,4929208;Jl. Raya Surabaya Mojokerto KM 39, Bakungtemenggungan, Balongbendo, Kabupaten Sidoarjo, Jawa Timur;JAWA TIMUR;35;KABUPATEN SIDOARJO;3515;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
915;PT Anugerah Pupuk Makmur;20124;-2,6774594;112,9517291;JL. H.M Arsyad KM 17 RT 15 RW. 04, Bapeang, Mentawa Baru ketapang, Kabupaten Kotawaringin Timur, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN KOTAWARINGIN TIMUR;6202;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
916;CV Agro Mitra Berjaya;20127;-5,0662303;105,2516629;Dusun III, RT.09/RW.05, Pujo Basuki, Trimurjo, Kabupaten Lampung Tengah, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG TENGAH;1805;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
917;PT Agribisnis Technology Indonesia;20129;-0,1765868;100,6118497;Batu Nan Limo, Simalanggang, Payakumbuh, Kabupaten Lima Puluh Kota, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN LIMA PULUH KOTA;1308;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
918;PT Agro Prabu Mastari;20129;-3,4155756;104,2551812;Jalan Kerinci Ujung No.12 RT.003 RW.006, Muara Dua, Prabumulih Timur, Kota Prabumulih, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PRABUMULIH;1672;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
919;CV Agromitra Sejahtera;20129;-5,3511754;105,2881747;Jalan Tirta Ria Gang Mawar III No. 24/3, Way Kandis, Tanjung Senang, Kota Bandar Lampung, Lampung;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
920;PT Anugerah Dolomit Lestari;20214;-2,4787439;104,7906248;JL. RAYA TANJUNG API - API KM 52, MUARA TELANG, SUMBER MARGA TELANG, Kabupaten Banyu Asin, Sumatera Selatan;SUMATERA SELATAN;16;KABUPATEN BANYU ASIN;1607;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
921;UD Abdy Setyo Nugroho;20214;-4,9153154;119,6000594;Dusun Tamangesang Desa Botolempangan, Desa Botolempangan, Bontoa, Kabupaten Maros, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN MAROS;7308;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
922;PT Abadi Coating Solusi;20221;-6,1873042;106,5843923;JL. RAYA PASAR KEMIS KP. KERONCONG RT002/RW004, KERONCONG, JATIUWUNG, Kota Tangerang, Banten;BANTEN;36;KOTA TANGERANG;3671;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
923;PR Ade Candra;20231;-0,7836021;100,6517989;Jl Yos Sudarso no 460 RT 02 RW 03, Kampung Jawa, Tanjung Harapan, Kota Solok, Sumatera Barat;SUMATERA BARAT;13;KOTA SOLOK;1372;C;Industri Pengolahan;20;Industri Bahan Kimia Dan Barang Dari Bahan Kimia
